video_id,right_elbow_angle,right_shoulder_angle,right_hip_angle,right_knee_angle,right_ankle_angle,label
Copy of push up 138,118.80334800314809,23.86147999760908,157.27899893776717,140.882310851017,89.29367560791714,1
Copy of push up 138,126.87320501018726,26.40297271276567,159.948529075991,143.51883007550816,92.58731903889132,1
Copy of push up 138,133.0214451847769,27.286590845670467,163.2262782160704,147.56885791307502,96.4349205236454,1
Copy of push up 138,140.812429153298,29.072349639831625,166.67025351207417,149.01239077230298,95.15669023156684,1
Copy of push up 138,150.79939041382352,31.66309450914613,170.4006859817606,151.29711640113263,97.38694927602165,1
Copy of push up 138,155.67437404908398,31.891706823386198,173.37030513891878,154.50760242742385,103.66662220348317,1
Copy of push up 138,159.72648058405804,33.14451438006627,173.7631974292277,155.3262468579171,105.07093327866787,1
Copy of push up 138,158.86604169456,32.433289676153684,174.46150505699774,157.5091956595669,105.261600668655,1
Copy of push up 138,159.4656279858951,32.28875281648556,174.7317082740619,156.4072433898519,100.51468328970881,1
Copy of push up 138,159.80832787163513,32.572526239044166,174.54617713546656,157.04387014654566,97.81528481890213,1
Copy of push up 138,159.25007464801894,32.674726529686865,173.86968284512997,155.66747713320643,96.01931085459005,1
Copy of push up 138,158.87753278692938,33.31892637044054,172.78077700426752,154.79503268263545,94.17875676001405,1
Copy of push up 138,158.45074651516143,33.44208443253754,172.4591929267981,154.72605816568725,94.70197204379167,1
Copy of push up 138,158.38908498601492,33.56733699526213,172.33661199235806,154.55317150104418,94.79704294483065,1
Copy of push up 138,158.73983946775124,33.52966157218414,172.9148058432415,155.1747905294624,94.75730857683627,1
Copy of push up 138,158.90905165398365,33.810206354268665,172.81751152983423,155.50918473977492,94.56445024744974,1
Copy of push up 138,159.1070815569523,34.032398440342334,172.84920739985085,155.78843569879848,94.61432541430554,1
Copy of push up 138,159.3301793442425,33.95855459588661,173.35817651294462,155.98217683999079,95.15005542621913,1
Copy of push up 138,159.44470681498854,33.86444128457528,173.71695840535463,156.0121867965926,95.71835580359459,1
Copy of push up 138,159.49778634527024,33.785457283855905,174.02191981676054,156.1141482980344,97.08722986949482,1
Copy of push up 138,159.5413510542896,33.79627651358422,174.2632755757662,155.83710517076514,96.32055571408465,1
Copy of push up 138,159.62822776825706,33.884513696883054,174.42520742433445,155.71508792143064,96.30177377812817,1
Copy of push up 138,159.71286961302744,33.92038144145319,174.571665694548,155.72072952950168,96.84787893704944,1
Copy of push up 138,159.79081601635482,33.94533941151308,174.65370120815163,155.68561914065862,97.21177057791691,1
Copy of push up 138,159.85701496132086,33.97221409589679,174.69870757658924,155.6254045928186,97.40269024172696,1
Copy of push up 138,159.89804032873042,34.01623540211882,174.68135056004982,155.60976087970175,97.67328729294857,1
Copy of push up 138,159.93328758232184,34.03381513635599,174.68914273291313,155.582443974447,97.76126900885122,1
Copy of push up 138,159.96387817065374,34.069577095059145,174.66144170721486,155.54467939196974,97.80994601249134,1
Copy of push up 138,159.99285707238997,34.12272303969638,174.62905999367422,155.56480212751828,97.84706330622,1
Copy of push up 138,160.02110472068347,34.18286465902061,174.58828707281884,155.5960813056334,97.85364821694269,1
Copy of push up 138,160.04121017131038,34.235398652813814,174.52435073932466,155.60214859069143,97.81067331815652,1
Copy of push up 138,160.05342243315954,34.27635465675775,174.4917854932542,155.62712177152858,97.81847332376296,1
Copy of push up 138,160.09153746762254,34.344143827880515,174.48974917840377,155.65706265127739,97.79116567770022,1
Copy of push up 138,160.12311865796732,34.42886399623931,174.4630403162831,155.67183485208108,97.64601216991129,1
Copy of push up 138,160.12072759117217,34.52504680218624,174.3573856629526,155.63213599131427,97.5405320877441,1
Copy of push up 138,160.114811351095,34.60339597077616,174.28278199980087,155.61750025925852,97.4533203280289,1
Copy of push up 138,160.10517039058183,34.70167893729706,174.17134239100568,155.7586161825661,97.4896815826833,1
Copy of push up 138,160.08987796723918,34.762495341923845,174.07166060013947,155.93824436062198,97.5476694042253,1
Copy of push up 138,160.0779339500808,34.83383031351644,173.978218347395,155.97702674012262,97.50508392977274,1
Copy of push up 138,160.07330802226605,34.82423088708988,174.0001864645632,156.1301696423084,97.60611487641665,1
Copy of push up 138,160.0315413325028,34.88777469378509,173.94115208009623,156.40807240537782,97.88404101064948,1
Copy of push up 138,160.00299824301695,34.921544757786975,173.89606898512415,156.50036167373332,97.9588016388603,1
Copy of push up 138,159.96070517137454,34.920419123400094,173.87025909958336,156.5531282213077,97.90418350234798,1
Copy of push up 138,159.95006751137691,34.93082297803861,173.84221100932473,156.56799339994998,97.81100296962092,1
Copy of push up 113,170.56700327618992,49.576806784926085,175.2858265083428,172.57925130625117,118.14174189613847,1
Copy of push up 113,173.85536280157186,51.5589711615025,179.95237315342547,178.1268039601777,111.873459699017,1
Copy of push up 113,173.6278999676227,52.39644162706582,180.27401675149187,177.77936259037511,108.65601005903156,1
Copy of push up 113,174.26958465381162,53.103342759330474,182.0158077616366,180.66828233168926,110.29055606033282,1
Copy of push up 113,174.40321740782545,53.17457047663219,182.81397630147924,181.30456464501518,113.35544494686482,1
Copy of push up 113,173.67991501374584,52.00759557743873,183.9870652452794,181.4795114150359,111.76284567800785,1
Copy of push up 113,172.74331894583298,51.11748130021834,184.12601518098958,180.68706164672219,111.26053596309171,1
Copy of push up 113,171.97814687741405,50.420201596890756,184.34627652449797,180.05419701852244,108.62203894842335,1
Copy of push up 113,169.9657999979726,49.248006288611315,185.34139672532154,181.01684825557976,109.04083108295181,1
Copy of push up 113,168.11533617836835,48.229003225265565,185.3376725407545,180.13787286502398,110.3999742860998,1
Copy of push up 113,164.07205604514684,46.37424784251186,185.2463186956873,179.97607921488103,108.9458294618441,1
Copy of push up 113,160.88123027318716,44.56852094106345,185.45539546139267,180.17360407487055,109.18961689792356,1
Copy of push up 113,157.9293277703762,43.44455897045624,184.66099037773387,179.06963460822973,106.68458254211019,1
Copy of push up 113,155.60832609350993,42.577286050300174,183.7735727220715,177.4851739918606,103.25473554748385,1
Copy of push up 113,148.9671410305021,39.68965456667294,181.63935387804062,175.32739407798468,101.2061602369312,1
Copy of push up 113,142.56481066301833,35.90478466587026,180.24810910005596,172.85948255767806,99.26399851609341,1
Copy of push up 113,138.20275017880343,33.245646490987774,181.18276925656926,173.73297223746084,98.717388112812,1
Copy of push up 113,135.16673333728335,32.03538912751984,181.18781850966437,173.64523136413962,97.95153885655407,1
Copy of push up 113,131.0419387541194,29.453092867524724,181.07995968010448,173.9327055231447,97.08487120524737,1
Copy of push up 113,124.69773822670571,25.550589201238786,179.80563578024746,172.8948812352491,94.74831059806145,1
Copy of push up 113,119.08375291983631,21.3275907978908,180.18634393934772,172.82004188806545,94.22784532596583,1
Copy of push up 113,114.44695543684819,17.151820921888607,180.88642795936678,171.96028710247828,93.05005747216904,1
Copy of push up 113,110.8868908942113,15.091588523193787,180.70401680631994,170.94479355585668,92.75411243208214,1
Copy of push up 113,104.79124178255252,11.652954942575155,179.71921741214308,171.47675746994943,92.72216406916561,1
Copy of push up 113,98.53575750250153,6.912283869754913,180.17264787148488,171.86681828573396,91.53905190388764,1
Copy of push up 113,91.19756936870296,0.5265843398041231,180.9137337676547,172.76637166833297,90.46027206788165,1
Copy of push up 113,84.04723302634865,354.0644622147703,183.13101302461862,175.89802427810974,91.33814149015414,1
Copy of push up 113,83.53945121874536,351.7275887573081,184.16674495394466,174.87695240601965,90.94424501857598,1
Copy of push up 113,80.67221790664742,348.5944070748212,185.19840184486128,174.1843102347707,89.11256146888395,1
Copy of push up 113,72.6019068846902,342.28544473635105,183.23407980553546,171.81517357956452,86.24253822657714,1
Copy of push up 113,66.85023875338366,339.73400047342125,183.99301921233956,174.0095156979898,85.82727448154832,1
Copy of push up 113,63.40946954446184,337.55162513474664,184.27477741106688,174.55909524272053,84.77602327487638,1
Copy of push up 113,62.1708137205181,335.82463710314073,186.17462925190495,175.1622331669754,84.06929300120338,1
Copy of push up 113,61.18249273902566,335.7826420233936,185.3468250834297,173.9694033988535,83.55334588309425,1
Copy of push up 113,60.597421890612395,337.3404641766845,184.0507849986504,173.5925778329591,83.19393656319014,1
Copy of push up 113,61.69875250926118,338.00274157561404,184.23493699867498,172.92480730968887,83.71245239906152,1
Copy of push up 113,63.31573533610804,338.33355741867393,184.1655375535336,171.99121097029519,84.00930997734066,1
Copy of push up 113,63.55269996863975,336.76864602137675,183.82481292483337,171.69492959454243,84.20816239593847,1
Copy of push up 113,64.1599701036309,337.61920808350027,179.3762989838832,168.74855576502927,84.22984565914369,1
Copy of push up 113,72.18862038806488,344.301973117633,176.9251917279159,166.52967670605116,85.43100450713065,1
Copy of push up 113,83.60820160065187,352.870697401878,176.12886053085364,166.00549184172286,87.43609237454925,1
Copy of push up 113,92.43272289564126,359.95649992758865,175.35554346437283,165.09591663518725,88.94756538268092,1
Copy of push up 113,103.5124848564568,7.9300238975197885,176.66843361985715,167.122308719273,91.33055864015138,1
Copy of push up 113,111.80471634127005,14.731538198722685,175.8598650069337,166.75255268216628,92.47513267042308,1
Copy of push up 113,117.83142778007436,19.81265946918878,175.44254387774888,169.61574471431453,94.85770979828705,1
Copy of push up 113,123.23764354268066,24.789368751289132,174.82580896948127,170.97111572433832,96.24170894169673,1
Copy of push up 113,128.64516047134273,28.760658796271734,174.34694347403786,170.5841729840714,96.0246616496136,1
Copy of push up 113,135.12545162515102,33.47398066783487,175.09140449185585,170.78956333279257,96.39061643299823,1
Copy of push up 113,140.5416211459646,37.5902081169486,174.78493042445876,170.49442541963063,96.93673320848997,1
Copy of push up 113,145.13108125989112,40.07242052723111,176.8100028693261,171.42015631023347,97.8323510157066,1
Copy of push up 113,149.64483199898427,41.24248958875372,178.9464234452963,171.43562683739103,97.93694543710806,1
Copy of push up 113,152.1615966744237,41.59385999923746,179.6280352569618,171.46139924564264,98.84221327110517,1
Copy of push up 113,154.4013727444482,41.54429947159308,179.75776655646055,170.52030805194346,99.61892419810881,1
Copy of push up 113,156.51536031696082,42.58225855375122,180.39870362308835,171.00599814068758,100.5428690956634,1
Copy of push up 113,160.09067785482273,44.452737483167745,181.36926960797675,172.27803739233488,101.37238790402562,1
Copy of push up 113,162.78457601812227,45.798077792128254,181.76175616358933,172.45400136317056,101.33078355037502,1
Copy of push up 113,164.17407310027605,46.49735819538811,181.13404994473018,172.7234101002675,101.5264129982131,1
Copy of push up 113,165.9389345867314,47.60775874301722,180.01789072121676,172.50856085625796,102.53018054471028,1
Copy of push up 113,167.4231802833378,48.80224039908707,178.33855012972683,171.7446055163457,102.71170368575389,1
Copy of push up 113,168.51876771501296,49.713491111408445,177.71826415980956,171.9500056787004,102.72804197554761,1
Copy of push up 113,169.43087038276929,50.68791429484592,176.94262391745374,171.87547857254415,103.44259904248567,1
Copy of push up 113,170.57222533700156,51.518666853703,177.30181464222136,173.861953440975,105.17203939382782,1
Copy of push up 113,171.69960777600355,52.63078941824645,176.73368386727643,173.77355039032537,105.11752301835648,1
Copy of push up 113,172.12841773756645,52.52020449437245,176.96921482510444,173.5365016755423,104.15262926387638,1
Copy of push up 113,172.570656331785,52.48205000764161,177.23632093551925,173.60203059754602,103.81835464408219,1
Copy of push up 113,172.57120767669565,52.57121773697419,177.09568715605016,173.6008287598934,103.50268898836482,1
Copy of push up 113,172.95113934628736,52.276340313191035,177.75134618592088,173.67291787000582,103.21502673743932,1
Copy of push up 113,173.17145744041218,52.204022282574776,178.067148669426,173.71683376633067,103.13648272147748,1
Copy of push up 113,173.29536839217846,52.523443731453995,177.62626911725113,173.59636267370314,103.13614486197629,1
Copy of push up 113,173.30942292582105,52.690505226923214,177.3348554365833,173.57995416304027,103.152631487047,1
Copy of push up 113,173.28130860889337,52.861031829076396,176.9849957899382,173.42538186533423,103.11170771413852,1
Copy of push up 113,173.26298351082397,53.09003767090349,176.52644732982782,172.97599473720027,102.99147077238814,1
Copy of push up 113,173.20646364163304,53.25697642602232,176.1882909108509,172.70927132755693,103.0545812832529,1
Copy of push up 113,173.07873629737057,53.29624849930536,176.10898219412422,172.7741568687793,103.12270798903883,1
Copy of push up 113,173.01954278653417,53.33585026751711,176.07223434725807,172.82817523481287,103.13006641858007,1
Copy of push up 113,172.9703784127827,53.33405312270183,176.05948224367714,172.85874964092244,103.0477664030941,1
Copy of push up 113,172.92271524435316,53.328816872723685,176.07212379327243,172.90695102973206,103.05867820130696,1
Copy of push up 102,173.53394851025433,53.73116835580888,176.30641659798047,172.91906053673304,103.58950989075007,1
Copy of push up 102,173.87864433496662,53.69431219700602,176.920024339293,172.94213083986605,103.92479835270841,1
Copy of push up 102,174.32180185301462,53.591920190273946,177.83278068354875,173.39688742181823,104.48654360932062,1
Copy of push up 102,174.497961039288,53.36490905465937,178.599799753188,173.72347257177637,104.79437916017494,1
Copy of push up 102,174.4445609340264,52.994977433408536,179.29582114823123,173.9309847313074,104.78269696429021,1
Copy of push up 102,174.36970182657015,52.629561819895486,179.75849520411757,173.77230578983452,104.56011718130442,1
Copy of push up 102,174.3192439985621,52.33024923312632,179.9797040413727,173.3209872530795,104.22183768730311,1
Copy of push up 102,174.2100605107049,51.98575683420042,180.32600847627245,173.12190950654542,103.92921088863143,1
Copy of push up 102,173.97277089015327,51.682346036740604,180.50885859917585,172.9697767631556,103.65821278008208,1
Copy of push up 102,173.32785716413093,50.94970525985227,180.84949871241938,172.93349191065636,103.37997656024837,1
Copy of push up 102,171.6007380116252,49.61334686802285,181.79340261839982,173.56326477944143,103.2809392522117,1
Copy of push up 102,170.88973740335794,48.93183395743615,183.10786056515576,174.55598672657288,103.17509617299926,1
Copy of push up 102,168.97245880619226,47.75322226861485,184.29218086852438,174.98935003823243,103.04090624644289,1
Copy of push up 102,167.01733757505738,46.73506296711753,184.0974418408532,173.4039699657494,102.50854230015678,1
Copy of push up 102,163.69366320050477,44.550152618804326,183.93003939180218,171.7151868825533,101.40868972840128,1
Copy of push up 102,159.59826000450198,42.65170027057986,182.9598314513232,170.09544357628138,99.76650675921474,1
Copy of push up 102,155.907865888057,40.46546723377995,182.35019065199904,168.28603827795695,97.79250293095554,1
Copy of push up 102,152.5433350051572,38.59312405472895,181.69304408663743,167.15518629987926,96.48695530570636,1
Copy of push up 102,150.14179702326297,37.46264589094761,181.85159428577975,166.86569356741572,95.53356448410426,1
Copy of push up 102,146.36096256858377,35.31502219140189,181.5468452361399,166.5324275931404,94.98715757407996,1
Copy of push up 102,141.76423489027002,33.08661847856177,179.61860803875973,165.85369434643374,95.4701563114081,1
Copy of push up 102,137.87886371367605,30.478800211522636,180.25128146555295,168.15983478407998,95.86982627990447,1
Copy of push up 102,134.24855672658865,28.557466835862606,181.22023122588888,170.59621582489385,96.61619797284051,1
Copy of push up 102,132.29508213773312,27.905464846577576,181.70523482027525,170.72299739760953,95.18053285880339,1
Copy of push up 102,128.03790998165573,25.2061883262757,182.33249653321855,171.24654528952215,94.57846674345178,1
Copy of push up 102,125.39943350170951,22.660074790679484,184.32324437858384,171.35575759192676,95.13584634053116,1
Copy of push up 102,120.74992875969983,17.799680483302527,186.42057721149683,171.45474486666762,93.88601534063116,1
Copy of push up 102,114.0394067367996,12.832652360396455,186.41314521924835,170.23941241106849,90.60377464089592,1
Copy of push up 102,107.26779011243804,7.14977700313582,186.48466060533053,168.98981083123252,88.38825746702973,1
Copy of push up 102,98.71508331540099,0.8392606921736055,185.46974499788243,169.3575413586736,88.1932505641316,1
Copy of push up 102,90.37346726323645,355.00991972951164,182.77004814232166,167.53888496978945,87.59449172349363,1
Copy of push up 102,84.83027382288464,352.0815791663979,181.94575207336754,168.40135776686395,87.4145931340722,1
Copy of push up 102,82.3878262929168,350.37016521279384,181.07521952544926,166.9984269256194,87.00738606211108,1
Copy of push up 102,78.77995331994478,346.66281107980575,182.03833204126875,167.77776175603623,87.62467690727645,1
Copy of push up 102,72.53260377914157,341.4598993128295,181.8556193000641,168.59663590616734,88.44466257036306,1
Copy of push up 102,68.85246606271224,338.22890875929966,183.91395697666792,170.4478276204374,89.09931263683784,1
Copy of push up 102,68.14481267943931,337.23363351493805,184.92722332364946,169.5898288698359,89.59134827589726,1
Copy of push up 102,66.82450495888162,336.7820130815581,184.95812943042006,169.46295541230015,88.98239284403098,1
Copy of push up 102,65.36441165933502,337.38853306564437,183.46011742299677,168.3939315687623,88.31163840364535,1
Copy of push up 102,65.26007363243734,338.3738755246136,182.34088564239718,167.7148255522544,87.75430643105389,1
Copy of push up 102,66.1251619776573,339.5598475047609,182.39803350197877,167.341790278067,87.33923303809728,1
Copy of push up 102,67.13151654233346,339.9825868971242,182.3499451284059,167.2206466880745,87.1265443591864,1
Copy of push up 102,68.02381269814364,340.4299609040888,182.82006614024405,167.5714083677403,86.85589413303254,1
Copy of push up 102,67.68712592015707,339.6636308047253,182.5282594120081,167.3210763752596,86.45129997350473,1
Copy of push up 102,71.55590442379967,342.3418358585334,180.3318538845806,166.05171714567848,86.33069881711832,1
Copy of push up 102,75.30269019024554,344.50195992930725,180.49143624888902,167.0158395875944,87.1431243392902,1
Copy of push up 102,81.37768375030853,349.5274263072799,177.54243462054234,165.46776447543948,87.83681551020051,1
Copy of push up 102,91.72611329079847,356.4336713321175,178.895831279023,166.8285403387548,88.4810442028316,1
Copy of push up 102,98.71596605253124,2.9011130019543585,177.21771760786976,165.84613507985736,89.64104489860051,1
Copy of push up 102,108.70674302612224,11.055017368225935,176.54666564511328,166.16087617241052,91.12084465096515,1
Copy of push up 102,115.72937376183734,16.823503919739856,175.7955030797526,166.51148990390743,92.41102610404798,1
Copy of push up 102,123.00370973725214,23.549691002980648,174.21454738978755,167.3215786963928,93.87313244912637,1
Copy of push up 102,128.003121099519,27.486131219952572,174.67119413579198,169.631878974441,95.30868747443903,1
Copy of push up 102,132.08917498629816,30.729305564577256,174.18541979573294,169.07496936485595,95.40915528312476,1
Copy of push up 102,138.16640931300972,33.99769415649142,176.14843918151269,169.54961004607196,95.94398440380554,1
Copy of push up 102,142.36953570691838,35.557552847477616,177.98154147401905,170.4330503264398,96.0222900325208,1
Copy of push up 102,145.5383116514056,37.5398450652571,177.46620821605538,170.31629054616693,96.97865306372039,1
Copy of push up 102,148.3919663175287,38.899680482467886,176.84332269053382,170.11783266316468,98.5742388672327,1
Copy of push up 102,151.81586094883755,40.51997385084677,176.92036084620665,169.62962532517076,99.67828739059766,1
Copy of push up 102,154.01635636416978,41.27063081824677,176.67609437621192,169.05706284122363,101.35541070751161,1
Copy of push up 102,157.54558691974933,43.71523239527467,177.25178962981803,169.98709546312074,102.66194501131686,1
Copy of push up 102,159.6584299531314,45.059828612665825,176.98829235080137,170.22313466784814,103.92562588258055,1
Copy of push up 102,161.92695186520612,46.04871001714996,177.53757920000558,171.50798260908437,105.68063660766629,1
Copy of push up 102,163.7772325928439,47.489986094611126,176.49424926501078,171.06892826346066,107.108185629244,1
Copy of push up 102,166.69724977151586,50.17932153409327,175.26007814379474,170.6904038039244,107.69336347476712,1
Copy of push up 102,168.23556783795198,50.956076384706705,174.82425637779036,170.18220942734905,105.9222210870959,1
Copy of push up 102,169.6799502012292,52.109140229793724,173.28746644930254,168.71739812938117,104.88154832186655,1
Copy of push up 102,171.1036683332321,52.926554620065254,172.93225828014712,168.2716133171948,104.0029014008989,1
Copy of push up 102,172.16515826621858,53.75317454428224,172.4258878860295,168.22748827113037,104.05272741763675,1
Copy of push up 102,173.02474865052585,54.61900025950356,172.3219331040096,169.29752636227317,104.84895265009906,1
Copy of push up 102,173.5352216940736,55.2190137427949,171.64700310779554,169.61599092168592,105.27212946367658,1
Copy of push up 102,174.38959096793343,56.197713102081664,171.6462232035195,170.93188471576738,106.07647113900806,1
Copy of push up 102,174.6248595690153,56.46596491170448,171.58609058523876,171.7105397507729,105.55490066646068,1
Copy of push up 102,174.87803713842342,56.35386667416532,172.14589314307355,172.5390684831731,105.73334800063004,1
Copy of push up 102,174.8340968829012,56.30095010367228,172.13831992637458,172.9138442240252,105.72861368655823,1
Copy of push up 102,174.82302915935995,56.56087370264473,171.65379685674003,173.01549898391667,105.93974777069305,1
Copy of push up 102,174.8338827874449,56.72848748488667,171.41441892357952,173.12817833247084,106.07916813331737,1
Copy of push up 102,174.87105479237,56.88620422372916,171.20286031228179,173.03792035090717,105.88207141326205,1
Copy of push up 102,174.94019932166995,56.92851757941845,171.18941753660752,172.94448486909735,105.80947874295914,1
Copy of push up 102,175.03939051539638,57.00919736996059,171.11601828120746,172.75152118335723,105.68455904460654,1
Copy of push up 102,175.14683459693703,57.069485669966085,171.09799002955995,172.62721635040032,105.5429281535444,1
Copy of push up 102,175.22402187158127,57.09688024025503,171.09621629051256,172.51257525477683,105.45149622925712,1
Copy of push up 102,175.2751979541063,57.12215912083923,171.08675485557876,172.43838431067732,105.39906999711971,1
Copy of push up 116,174.19537822599793,75.09065644160972,156.50088435336647,176.64608641945546,111.94356398603394,1
Copy of push up 116,173.2836974738431,74.11046917348189,154.06203557379968,169.66759791061247,106.78521335459583,1
Copy of push up 116,169.45089315688168,71.43711686677202,157.19890131047543,171.35029834055953,103.3548964755152,1
Copy of push up 116,164.06994046662348,70.50654080558624,154.33145181352134,165.78901801069176,99.21927827455877,1
Copy of push up 116,162.94479980682917,75.56008990465081,148.01834566781164,160.46538617572423,96.42983211195255,1
Copy of push up 116,159.23882762303407,75.1845413539979,145.77600988995704,159.68503289235005,98.80879261236836,1
Copy of push up 116,152.60581469010958,70.24687815929822,151.19239480622525,161.52929942292252,100.45241328504919,1
Copy of push up 116,149.75210484122238,65.23761930438255,156.65608964514436,164.25852412190105,98.95288329784925,1
Copy of push up 116,145.0008978503927,58.21124900420335,160.3908301345076,164.54760863332646,95.64982885515373,1
Copy of push up 116,135.71619749221693,48.20037384603205,162.375478219619,163.94905829214656,94.35794230511829,1
Copy of push up 116,126.58109960727772,42.44227942269252,162.5419335677094,162.25221483560784,93.00872090672281,1
Copy of push up 116,119.12357381468287,34.8612509673612,160.8934041596321,157.53456109017657,90.60663067236402,1
Copy of push up 116,106.5055825700324,24.28594055360767,158.87356173388125,155.05103734350132,89.29121099226127,1
Copy of push up 116,86.38918614176423,8.078975493457435,161.01278798652336,155.57504631717856,87.96899262824466,1
Copy of push up 116,79.9634959451086,0.34605000167700023,161.4792462485692,155.14322398419685,87.2680579895781,1
Copy of push up 116,72.2204356628411,350.8975075255412,163.94179917262835,155.3838114279404,86.08067407174437,1
Copy of push up 116,64.56812228955219,344.27474814222194,165.33234406917512,154.84752050438775,84.72385496522841,1
Copy of push up 116,59.32605748874651,338.55445182925956,168.24791707715775,156.76059880772942,83.81959515120609,1
Copy of push up 116,57.96712596771856,337.08678992143126,168.1739090383821,155.408038104619,83.44491444293362,1
Copy of push up 116,60.57020877873069,340.09000789238434,167.20983876859836,153.84875056547276,82.87886827939563,1
Copy of push up 116,52.46460347355211,330.3523246735275,166.9467741129955,153.2307723394848,82.97748561637957,1
Copy of push up 116,56.554877179412784,333.78984954137803,166.04011009958603,152.6643242600339,83.49473906378913,1
Copy of push up 116,63.295278503182146,341.11906599218366,167.27372438015664,154.8337576833576,84.87410738701236,1
Copy of push up 116,87.44451339801634,4.272648827754624,167.80786783763892,155.61079826394004,86.98645351372504,1
Copy of push up 116,111.7593985259372,28.050768483293066,165.5180864984427,155.91139578697067,89.92043185805157,1
Copy of push up 116,124.93564880719504,38.712670438515445,164.8673532277425,155.9940351306891,91.63273419350816,1
Copy of push up 116,130.01425166023625,41.26974671933235,163.42231031636916,156.53989524805905,93.7199604610101,1
Copy of push up 116,139.20976259575062,48.81114649017561,161.79732454053968,157.01392259705915,95.19143415947657,1
Copy of push up 116,145.66680392144318,54.82220453653012,159.29143160435055,155.31210051926024,95.57518096160273,1
Copy of push up 116,151.28094764529246,59.73750789447471,157.63959596160728,155.02952019494006,96.58506745367625,1
Copy of push up 116,155.40965492313322,62.451064641323626,157.01583297307246,155.06969613343384,98.3162292948853,1
Copy of push up 116,158.7503782762552,65.47049229102055,155.83267832106392,157.038319601272,101.38829411090707,1
Copy of push up 116,162.93602050926188,64.99564343522403,158.78170967697042,160.72222189288522,105.08885149587041,1
Copy of push up 116,166.89813647381595,69.01088586617504,153.89188643521305,157.1148448593018,104.05528798964107,1
Copy of push up 116,172.146016545336,70.6024787060893,153.5953319046499,157.56061516304854,103.99165171195966,1
Copy of push up 116,175.17121809340316,73.58650357889613,151.84239153178675,159.11246285546488,104.36961054908976,1
Copy of push up 116,175.51237210900217,78.36468809238588,146.65384458099328,160.88088565551618,105.44425813090658,1
Copy of push up 116,175.93882528838117,80.95857757834243,144.70348215763988,162.22292411056463,105.85102218781493,1
Copy of push up 116,176.2575760079144,82.40801488330965,143.6234766315107,162.27663591987033,107.03976712629684,1
